Episode,AvgReward,WinRate,Epsilon
12200,620.225,60.0,0.5022470725888246
12300,554.625,56.99999999999999,0.49921217126747325
12400,580.8,49.0,0.49622738380532405
12500,384.15,49.0,0.49335109009638584
12600,729.625,59.0,0.49034652976641585
12700,704.425,56.99999999999999,0.48731859709206743
12800,376.95,52.0,0.4846011227640066
12900,430.175,55.00000000000001,0.4816702491389091
13000,754.0,68.0,0.47897357398490115
13100,322.4,52.0,0.4759386483448366
13200,264.05,52.0,0.47298158814765096
13300,341.325,50.0,0.470199101970678
13400,325.45,50.0,0.46740709166599365
13500,510.0,54.0,0.4646612760199337
13600,810.2,65.0,0.4619335230846246
13700,800.9,65.0,0.4595239214916246
13800,331.6,57.99999999999999,0.4569655960423696
13900,603.25,57.99999999999999,0.45447717933194237
14000,404.05,54.0,0.4519503812446443
14100,501.15,56.99999999999999,0.44917316407950464
14200,724.9,56.99999999999999,0.4465605145563393
14300,498.05,62.0,0.4441882753034734
14400,531.95,56.99999999999999,0.44159519925030516
14500,571.85,60.0,0.4392007657969278
14600,532.65,55.00000000000001,0.43676940056585367
14700,457.1,56.99999999999999,0.43426355229173447
14800,466.5,55.00000000000001,0.43186303018921984
14900,919.25,65.0,0.4293889698996787
15000,562.35,62.0,0.42690581095890096
15100,353.25,56.00000000000001,0.4244888331896623
15200,609.4,52.0,0.4220377463944868
15300,555.0,63.0,0.4194302613162363
15400,451.825,59.0,0.4169388885321107
15500,305.95,52.0,0.4143914315537541
15600,824.95,65.0,0.41199436711947
15700,525.2,60.0,0.40957711170794103
15800,478.0,53.0,0.4072831666471984
15900,501.05,57.99999999999999,0.40493286228332626
16000,483.925,54.0,0.4025275062987784
16100,738.0,59.0,0.40005676180778194
16200,392.85,59.0,0.39788152784814196
16300,550.25,61.0,0.39547789148988494
16400,699.1,66.0,0.3930222513930837
16500,678.25,59.0,0.3908680042130921
16600,901.05,73.0,0.3886143958496505
16700,575.55,60.0,0.38620754114697603
16800,741.3,61.0,0.38410722840916356
16900,831.35,67.0,0.381765585333816
17000,470.0,52.0,0.3795831424543769
17100,565.35,62.0,0.3773604916398717
17200,463.4,57.99999999999999,0.37517450756991483
17300,594.85,60.0,0.37311080629169935
17400,796.375,59.0,0.37086762383272653
17500,670.5,57.99999999999999,0.36866125794434534
17600,630.525,64.0,0.36638568281296224
17700,347.85,55.00000000000001,0.3642834601225148
17800,909.25,71.0,0.36211196468203527
17900,764.8,64.0,0.36004847346184476
18000,723.625,65.0,0.35776258298426483
18100,466.0,57.99999999999999,0.3558603579607921
18200,720.75,60.0,0.3537673111874999
18300,652.725,66.0,0.3516684755346366
18400,582.95,56.99999999999999,0.34956416986830074
18500,413.9,59.0,0.3476530811880985
18600,774.65,67.0,0.34566547147199833
18700,440.075,52.0,0.34366176658354636
18800,678.9,64.0,0.341700809289979
18900,576.175,56.00000000000001,0.3398205634039062
19000,885.2,72.0,0.3379524372119841
19100,633.9,61.0,0.3361058892970852
19200,571.85,64.0,0.33419538716779246
19300,696.1,65.0,0.332147124016286
19400,751.9,65.0,0.3302443733769934
19500,754.25,64.0,0.32835445455375417
19600,582.55,63.0,0.3263943502669851
19700,854.8,66.0,0.32450294365633614
19800,764.15,71.0,0.32278810398569235
19900,963.35,69.0,0.3208671965841595
