Episode,AvgReward,WinRate,Epsilon
0,-1020.0,0.0,0.9999050047498417
100,100.25,34.0,0.9860435326098088
200,205.1,32.0,0.9708176124821482
300,-0.55,33.0,0.9552960204124195
400,349.95,38.0,0.9397690944216465
500,233.5,38.0,0.9241587406266527
600,231.25,38.0,0.9080496668589554
700,252.45,47.0,0.8915639319944321
800,151.125,34.0,0.8764686492457567
900,313.15,41.0,0.8622124830758165
1000,146.3,32.0,0.8486812936037872
1100,319.5,42.0,0.8349829396329486
1200,482.95,44.0,0.8209796543735505
1300,264.775,40.0,0.8063936824300817
1400,195.25,41.0,0.7934949581163644
1500,273.8,42.0,0.7795748626738708
1600,59.025,43.0,0.7667033266386513
1700,324.8,43.0,0.7532145129486093
1800,400.5,41.0,0.7397036306988743
1900,190.8,45.0,0.7274677733385826
2000,654.85,56.00000000000001,0.715515537449768
2100,173.2,45.0,0.7033820222257312
2200,446.05,53.0,0.6928182241083662
2300,487.35,52.0,0.6802156009651463
2400,278.55,38.0,0.6674894507772018
2500,162.95,44.0,0.6548388050491059
2600,454.55,59.0,0.6445245346079487
2700,474.9,53.0,0.6335102305181488
2800,458.4,52.0,0.6233876325521012
2900,374.85,48.0,0.6128774800174319
3000,501.5,51.0,0.6020628975344068
3100,587.4,54.0,0.5912936834943768
3200,554.05,54.0,0.5802040776458485
3300,632.2,51.0,0.5704334305061676
3400,756.8,56.99999999999999,0.5600261426968866
3500,259.05,49.0,0.5504771706332504
3600,579.05,55.00000000000001,0.5403218364563567
3700,256.3,52.0,0.5309974576758437
3800,291.25,52.0,0.5211902708840397
3900,444.3,53.0,0.5125996460173422
4000,290.725,49.0,0.5043473459009773
4100,367.35,52.0,0.49552884157165655
4200,701.9,59.0,0.4862702909296283
4300,637.45,56.99999999999999,0.47750329014575815
4400,317.65,53.0,0.4693735224893887
4500,730.25,61.0,0.4610693703640795
4600,541.175,63.0,0.45317148180063965
4700,338.85,50.0,0.44554398101175163
4800,390.375,49.0,0.43825486191660973
4900,559.95,53.0,0.4306810877529482
5000,948.55,61.0,0.4232550568906815
5100,811.15,62.0,0.41604708936570517
5200,524.8,53.0,0.4083327358849991
5300,611.25,57.99999999999999,0.40099149225929037
5400,495.35,61.0,0.39400699263515887
5500,446.075,56.00000000000001,0.3875325616408309
5600,648.55,62.0,0.38074972931415246
5700,751.05,65.0,0.37407079162453044
5800,476.0,55.00000000000001,0.3676537600078347
5900,619.45,68.0,0.3616129848288756
6000,677.45,60.0,0.35541209157815273
6100,700.15,66.0,0.3492747310887102
6200,501.35,57.99999999999999,0.3427040366233119
6300,723.45,67.0,0.33713772669148045
6400,747.5,66.0,0.3314238749646441
6500,796.15,66.0,0.32596167147178856
6600,570.35,64.0,0.32044317021689445
6700,676.575,62.0,0.3153797939288733
6800,750.8,59.0,0.3094494755952183
