Episode,AvgReward,WinRate,Epsilon
16100,567.75,89.0,0.11837190431349158
16200,502.65,85.0,0.11729338796145326
16300,682.15,85.0,0.11605329951942475
16400,431.2,83.0,0.11495936915968914
16500,577.55,90.0,0.11389633372836959
16600,351.5,81.0,0.11285069446857782
16700,455.6,84.0,0.1118654573652214
16800,820.5,89.0,0.11073146814637219
16900,519.4,83.0,0.10975554468578445
17000,484.15,86.0,0.10867196322825176
17100,531.35,83.0,0.107625315974748
17200,627.55,87.0,0.1066029998447107
17300,664.65,84.0,0.10557102790462089
17400,513.85,83.0,0.10459061516730833
17500,720.05,90.0,0.1036596855317023
17600,543.35,82.0,0.10269718215612819
17700,424.6,82.0,0.10177782581748945
17800,642.3,90.0,0.10085924852873883
17900,437.1,83.0,0.1000169518313185
18000,677.3,88.0,0.09915910037515599
18100,717.85,90.0,0.09832562627190486
18200,612.35,88.0,0.09758235430331152
18300,644.6,90.0,0.09678964812725632
18400,602.0,86.0,0.09601935112199322
18500,723.15,86.0,0.0952164963881538
18600,439.9,82.0,0.09448989054479719
18700,636.0,85.0,0.09377933859864036
18800,545.95,88.0,0.09303707633792027
18900,736.8,91.0,0.09232009297902717
19000,366.9,81.0,0.09156930293223424
19100,699.0,87.0,0.09087677218945847
19200,581.25,87.0,0.0901997985570831
19300,470.45,83.0,0.08949452223101398
19400,553.6,88.0,0.08881326169893985
19500,633.2,85.0,0.08805612274847902
19600,463.3,83.0,0.08741463674185806
19700,731.3,87.0,0.08672148420988396
19800,635.3,86.0,0.08608444855578215
19900,834.75,92.0,0.08545846404608065
