Episode,AvgReward,WinRate,Epsilon
14700,925.225,77.0,0.09907560089918227
14800,1152.4,76.0,0.09800292682619019
14900,916.65,71.0,0.0969067685871491
15000,1460.55,82.0,0.09587691202818041
15100,984.65,75.0,0.09485620749416325
15200,850.175,73.0,0.09389331298148898
15300,863.05,71.0,0.09293820480818811
15400,1029.825,76.0,0.09201648261847181
15500,843.55,71.0,0.09109810381683989
15600,1100.85,67.0,0.09016765157874325
15700,793.3,69.0,0.08928182660600413
15800,1108.15,76.0,0.08845012644852872
15900,1108.475,77.0,0.08762850912852949
16000,934.55,72.0,0.08686866431068502
16100,1214.95,80.0,0.08613500216302823
16200,1031.95,75.0,0.08536992860138354
16300,1161.5,78.0,0.08461413015206154
16400,1044.8,73.0,0.08385077805919075
16500,1205.4,84.0,0.08313406756288733
16600,885.05,74.0,0.08240011540240574
16700,884.15,72.0,0.08166975056945694
16800,1213.2,80.0,0.08099921819325123
16900,936.5,74.0,0.08036109395326749
17000,1027.4,78.0,0.07975990401313454
17100,857.725,75.0,0.07912689530430715
17200,1308.25,80.0,0.07846177572980481
17300,1138.4,78.0,0.07783410269643026
17400,1131.95,80.0,0.07727476687817422
17500,605.3,64.0,0.0766839426227191
17600,1005.25,73.0,0.076111138469999
17700,1162.3,80.0,0.07553019794356805
17800,1107.65,76.0,0.0749671755609164
17900,937.95,71.0,0.07443366720172359
18000,1078.05,79.0,0.07392830300856987
18100,1136.0,78.0,0.07339592787056623
18200,962.275,75.0,0.07287768507485505
18300,1029.55,75.0,0.07238882576449229
18400,1464.85,84.0,0.07188413586489431
18500,735.125,71.0,0.0714357906347955
18600,1226.325,79.0,0.07095677503109815
18700,1079.9,76.0,0.07048027001876878
18800,1084.875,75.0,0.07000459474852394
18900,1304.35,76.0,0.0695595172649206
19000,1229.5,77.0,0.06908994935156598
19100,1149.3,77.0,0.06865402582256194
19200,935.75,75.0,0.06825724494601204
19300,934.575,75.0,0.06790288699707628
19400,1012.4,77.0,0.06754487675662268
19500,1383.3,88.0,0.06718714953614464
19600,784.1,71.0,0.06680307633114099
19700,787.95,74.0,0.06642430064206713
19800,836.925,76.0,0.06606691172064748
19900,864.85,77.0,0.06571258501551154
